nodeName	Degree
RPTOR	119
MLST8	89
ENSG00000263020	10
CSNK2A3	15
CSNK2A1	87
NAP1L5	7
DCAF12	31
CSNK2B	61
CSNK2A2	51
RBM11	6
TBX3	20
TBX5	28
MATK	18
CLPP	29
ATPIF1	17
NME1-NME2	63
NME2	61
ZNF662	2
FAM198A	3
ACD	29
TINF2	44
TERF2IP	42
RTEL1	64
AIMP2	24
PPP6R3	24
CCNA1	116
CCNA2	286
TERF2	50
CDK2	235
POT1	36
PPP6C	42
PIF1	55
ANKRD28	27
MTERF4	10
NOL8	10
TIMM13	52
CCDC86	8
RRAGC	70
RRAGD	59
TIMM10	59
C1orf35	2
NXF3	23
THOC2	59
THOC7	34
CNOT10	24
CNOT7	46
PAN2	12
CCDC174	3
CSTF2	68
ACIN1	19
SECISBP2	20
ZCCHC11	15
PNN	35
CSTF3	50
SRSF5	72
CNOT8	37
POLDIP3	55
CNOT6L	28
PCF11	71
NXT1	55
FYTTD1	29
WIBG	11
EIF4H	21
SMG1	33
SMG6	34
PAN3	14
ZCCHC6	12
THOC6	24
EIF4G2	40
UPF3A	33
SRPK2	28
UPF2	38
WDR33	69
SRSF11	48
THOC5	44
NXF2B	22
RNPS1	77
TNKS1BP1	24
GLE1	68
CNOT11	24
UPF3B	56
CNOT6	38
SRSF4	61
EEFSEC	21
THOC1	39
CNOT1	56
CPSF1	95
NXF5	26
SARNP	49
SMG7	26
SAP18	84
GSTK1	47
HIVEP1	4
SNTB2	20
CASP8AP2	17
NPAT	7
ERI1	14
ZNF473	3
TEFM	9
ATAD5	55
APAF1	59
ADAP2	5
UBAC1	10
TWF2	7
PRC1	123
CRLF3	7
LRRC4	5
GLRX2	14
TOP1	66
SND1	29
FAM214A	9
TMEM126B	34
SPATA5	22
DNMT3L	31
B3GNT1	23
BTAF1	24
STUB1	101
PIGK	27
NINJ1	2
PSMD8	115
AURKB	236
CPSF4	74
TP63	39
FMR1	62
CPEB1	30
EIF4ENIF1	30
ABHD11	5
RPA1	203
SMARCAD1	10
PRMT6	25
LARP7	25
ARFGEF1	15
G3BP1	62
C1QBP	40
NACA2	21
NEUROD1	37
IRF3	139
OXA1L	91
KPNA6	13
KPNA1	39
LRRC70	4
RANBP1	23
RANGAP1	68
SENP1	24
CD248	7
CALR	91
DCTN2	82
DCTN3	50
DCTN4	58
DYNC1LI1	50
CDKN1B	146
HSPA1B	84
IFNG	136
DYNLL2	63
DYNC1LI2	48
DYNC1I1	54
DCTN1	106
IRF1	106
IL2	182
ACTR3	73
DNAJC7	23
AR	220
MAPK1	364
EGLN1	28
FKBP5	44
CAPZA2	44
AHSA2	19
PTGES2	14
ACTR10	57
NKTR	15
AHSA1	33
FKBP4	62
DYNLL1	94
PTMA	15
AIP	11
HSPA1A	133
CDC37	69
CAPZA3	22
HSF1	63
PTGS2	77
HSPA1L	81
NR3C1	165
HSPA2	113
HSPA4L	79
PSMG1	37
BAG3	58
DCTN5	65
RAD1	62
TXNL1	31
SMG5	29
HSPA4	253
HPGDS	103
PTGES	18
UBE3A	102
HDAC6	122
AHR	40
VCP	195
DYNC1H1	99
DBI	41
NUDC	30
HSPH1	48
NUDCD3	19
NR3C2	39
PTGIS	14
CAPZA1	59
CBR1	28
DCTN6	56
CBR3	24
PPID	33
SUMO2	155
ACTR1A	55
